"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 15 14:37:08 CST 2020","Thu Oct 15 14:37:10 CST 2020","1832","","test_02","TestSystem","","","test_13[data0]",""
"passed","Thu Oct 15 14:37:04 CST 2020","Thu Oct 15 14:37:06 CST 2020","1310","","test_02","TestSystem","","","test_10",""
"passed","Thu Oct 15 14:37:29 CST 2020","Thu Oct 15 14:37:32 CST 2020","2498","","test_03","TestSystem","","","test_21",""
"passed","Thu Oct 15 14:38:53 CST 2020","Thu Oct 15 14:38:54 CST 2020","997","","test_10","TestReagent","","","test_3",""
"passed","Thu Oct 15 14:37:07 CST 2020","Thu Oct 15 14:37:08 CST 2020","1150","","test_02","TestSystem","","","test_12",""
"skipped","Thu Oct 15 14:39:27 CST 2020","Thu Oct 15 14:39:27 CST 2020","0","","test_10","TestReagent","","","test_11[data0]",""
"passed","Thu Oct 15 14:39:49 CST 2020","Thu Oct 15 14:39:53 CST 2020","4374","","test_10","TestReagent","","","test_17",""
"skipped","Thu Oct 15 14:38:06 CST 2020","Thu Oct 15 14:38:06 CST 2020","0","","test_06","TestSystem","","","test_23[data0]",""
"passed","Thu Oct 15 14:40:12 CST 2020","Thu Oct 15 14:40:19 CST 2020","7030","","test_10","TestReagent","","","test_21",""
"passed","Thu Oct 15 14:38:13 CST 2020","Thu Oct 15 14:38:15 CST 2020","1748","","test_07","TestSystem","","","test_27[data0]",""
"passed","Thu Oct 15 14:36:51 CST 2020","Thu Oct 15 14:36:54 CST 2020","2259","","test_01","TestSystem","","","test_04[data0]",""
"passed","Thu Oct 15 14:38:58 CST 2020","Thu Oct 15 14:39:16 CST 2020","17793","","test_10","TestReagent","","","test_6[data0]",""
"passed","Thu Oct 15 14:38:54 CST 2020","Thu Oct 15 14:38:55 CST 2020","1363","","test_10","TestReagent","","","test_4",""
"passed","Thu Oct 15 14:36:42 CST 2020","Thu Oct 15 14:36:47 CST 2020","4802","","test_01","TestSystem","","","test_01[data0]",""
"passed","Thu Oct 15 14:38:06 CST 2020","Thu Oct 15 14:38:10 CST 2020","4759","","test_06","TestSystem","","","test_24[data0]",""
"passed","Thu Oct 15 14:38:01 CST 2020","Thu Oct 15 14:38:03 CST 2020","1319","","test_05","TestSystem","","","test_20[data0]",""
"passed","Thu Oct 15 14:37:38 CST 2020","Thu Oct 15 14:37:41 CST 2020","3333","","test_04","TestSystem","","","test_24[data0]",""
"passed","Thu Oct 15 14:37:38 CST 2020","Thu Oct 15 14:37:38 CST 2020","288","","test_04","TestSystem","","","test_23[data0]",""
"passed","Thu Oct 15 14:40:24 CST 2020","Thu Oct 15 14:40:29 CST 2020","5916","","test_10","TestReagent","","","test_23[data0]",""
"passed","Thu Oct 15 14:39:45 CST 2020","Thu Oct 15 14:39:49 CST 2020","3543","","test_10","TestReagent","","","test_16[data0]",""
"passed","Thu Oct 15 14:38:17 CST 2020","Thu Oct 15 14:38:17 CST 2020","726","","test_07","TestSystem","","","test_29",""
